i,t,m,age,sex,HH_size
94560,2017,USA,24,Female,2
94561,2017,USA,5,Female,6
94562,2017,USA,16,Male,3
94563,2017,USA,8,Male,3
94564,2017,USA,80,Female,2
94565,2017,USA,45,Female,3
94566,2017,USA,43,Female,2
94567,2017,USA,16,Male,7
94568,2017,USA,60,Female,4
94569,2017,USA,27,Female,7
94570,2017,USA,48,Male,2
94571,2017,USA,80,Female,2
94572,2017,USA,14,Female,6
94573,2017,USA,62,Female,7
94574,2017,USA,18,Male,7
94575,2017,USA,80,Female,1
94576,2017,USA,33,Female,4
94577,2017,USA,30,Female,3
94578,2017,USA,71,Male,2
94579,2017,USA,52,Male,1
94580,2017,USA,5,Female,5
94581,2017,USA,80,Male,1
94582,2017,USA,1,Male,3
94583,2017,USA,80,Male,1
94584,2017,USA,10,Male,4
94585,2017,USA,8,Male,4
94586,2017,USA,74,Female,2
94587,2017,USA,19,Female,7
94588,2017,USA,7,Male,4
94589,2017,USA,33,Male,4
94590,2017,USA,65,Female,6
94591,2017,USA,42,Male,7
94592,2017,USA,5.40E-79,Female,4
94593,2017,USA,5.40E-79,Female,5
94594,2017,USA,42,Female,3
94595,2017,USA,28,Male,1
94596,2017,USA,45,Male,7
94597,2017,USA,5,Female,7
94598,2017,USA,46,Male,7
94599,2017,USA,4,Female,4
94600,2017,USA,77,Female,1
94601,2017,USA,15,Female,3
94602,2017,USA,2,Male,3
94603,2017,USA,5,Female,4
94604,2017,USA,6,Female,5
94605,2017,USA,42,Male,2
94606,2017,USA,57,Female,2
94607,2017,USA,38,Male,5
94608,2017,USA,24,Male,4
94609,2017,USA,70,Female,2
94610,2017,USA,16,Female,3
94611,2017,USA,11,Female,5
94612,2017,USA,9,Male,6
94613,2017,USA,13,Female,5
94614,2017,USA,66,Female,2
94615,2017,USA,47,Female,4
94616,2017,USA,62,Male,3
94617,2017,USA,4,Male,5
94618,2017,USA,49,Male,1
94619,2017,USA,61,Male,7
94620,2017,USA,5.40E-79,Female,7
94621,2017,USA,9,Male,5
94622,2017,USA,4,Male,3
94623,2017,USA,48,Female,5
94624,2017,USA,38,Male,6
94625,2017,USA,22,Male,3
94626,2017,USA,15,Male,5
94627,2017,USA,59,Male,4
94628,2017,USA,2,Male,5
94629,2017,USA,2,Female,4
94630,2017,USA,15,Male,4
94631,2017,USA,21,Female,7
94632,2017,USA,70,Female,1
94633,2017,USA,68,Female,1
94634,2017,USA,80,Female,1
94635,2017,USA,3,Male,5
94636,2017,USA,8,Male,3
94637,2017,USA,5,Female,5
94638,2017,USA,35,Male,3
94639,2017,USA,4,Female,6
94640,2017,USA,55,Female,4
94641,2017,USA,70,Male,2
94642,2017,USA,62,Female,5
94643,2017,USA,4,Female,4
94644,2017,USA,24,Male,3
94645,2017,USA,3,Female,4
94646,2017,USA,3,Male,6
94647,2017,USA,38,Female,5
94648,2017,USA,45,Female,3
94649,2017,USA,67,Male,1
94650,2017,USA,65,Female,2
94651,2017,USA,57,Female,1
94652,2017,USA,74,Female,2
94653,2017,USA,7,Female,4
94654,2017,USA,61,Female,2
94655,2017,USA,3,Female,4
94656,2017,USA,7,Female,6
94657,2017,USA,9,Female,2
94658,2017,USA,8,Female,7
94659,2017,USA,18,Male,3
94660,2017,USA,40,Female,3
94661,2017,USA,2,Female,5
94662,2017,USA,5.40E-79,Male,3
94663,2017,USA,30,Female,5
94664,2017,USA,41,Male,4
94665,2017,USA,5.40E-79,Male,5
94666,2017,USA,38,Female,4
94667,2017,USA,9,Female,5
94668,2017,USA,7,Male,6
94669,2017,USA,38,Male,2
94670,2017,USA,60,Male,4
94671,2017,USA,5,Male,5
94672,2017,USA,29,Female,3
94673,2017,USA,23,Female,3
94674,2017,USA,17,Male,2
94675,2017,USA,5.40E-79,Male,3
94676,2017,USA,67,Male,2
94677,2017,USA,25,Female,5
94678,2017,USA,58,Female,2
94679,2017,USA,63,Male,2
94680,2017,USA,1,Male,6
94681,2017,USA,60,Male,3
94682,2017,USA,5.40E-79,Female,4
94683,2017,USA,5.40E-79,Female,3
94684,2017,USA,38,Female,5
94685,2017,USA,47,Female,3
94686,2017,USA,33,Female,2
94687,2017,USA,35,Female,6
94688,2017,USA,61,Male,2
94689,2017,USA,22,Male,7
94690,2017,USA,2,Female,3
94691,2017,USA,68,Male,1
94692,2017,USA,3,Female,5
94693,2017,USA,59,Male,2
94694,2017,USA,30,Female,6
94695,2017,USA,56,Female,5
94696,2017,USA,43,Female,4
94697,2017,USA,23,Female,4
94698,2017,USA,59,Female,1
94699,2017,USA,10,Male,5
94700,2017,USA,10,Male,7
94701,2017,USA,16,Male,3
94702,2017,USA,17,Female,4
94703,2017,USA,10,Female,5
94704,2017,USA,80,Female,1
94705,2017,USA,62,Female,1
94706,2017,USA,43,Female,3
94707,2017,USA,80,Male,2
94708,2017,USA,41,Male,3
94709,2017,USA,6,Male,6
94710,2017,USA,35,Male,3
94711,2017,USA,64,Female,3
94712,2017,USA,1,Male,3
94713,2017,USA,56,Female,2
94714,2017,USA,1,Male,3
94715,2017,USA,4,Female,3
94716,2017,USA,76,Female,1
94717,2017,USA,6,Female,4
94718,2017,USA,3,Female,4
94719,2017,USA,56,Female,2
94720,2017,USA,22,Male,5
94721,2017,USA,30,Male,5
94722,2017,USA,11,Male,4
94723,2017,USA,18,Female,5
94724,2017,USA,80,Female,1
94725,2017,USA,56,Male,1
94726,2017,USA,46,Female,3
94727,2017,USA,17,Female,7
94728,2017,USA,3,Female,3
94729,2017,USA,37,Male,4
94730,2017,USA,62,Female,1
94731,2017,USA,44,Female,4
94732,2017,USA,45,Female,3
94733,2017,USA,10,Female,3
94734,2017,USA,8,Male,6
94735,2017,USA,45,Female,4
94736,2017,USA,51,Male,4
94737,2017,USA,32,Male,5
94738,2017,USA,4,Female,4
94739,2017,USA,57,Male,2
94740,2017,USA,46,Female,1
94741,2017,USA,3,Female,7
94742,2017,USA,10,Female,4
94743,2017,USA,13,Female,6
94744,2017,USA,43,Male,4
94745,2017,USA,19,Male,3
94746,2017,USA,34,Female,5
94747,2017,USA,59,Female,2
94748,2017,USA,51,Female,2
94749,2017,USA,13,Female,6
94750,2017,USA,80,Male,2
94751,2017,USA,9,Male,4
94752,2017,USA,73,Male,1
94753,2017,USA,74,Female,2
94754,2017,USA,65,Female,2
94755,2017,USA,74,Female,4
94756,2017,USA,72,Female,3
94757,2017,USA,19,Male,1
94758,2017,USA,34,Male,1
94759,2017,USA,6,Male,5
94760,2017,USA,74,Female,1
94761,2017,USA,24,Male,3
94762,2017,USA,4,Male,4
94763,2017,USA,43,Male,6
94764,2017,USA,43,Female,5
94765,2017,USA,55,Male,1
94766,2017,USA,42,Male,5
94767,2017,USA,69,Male,2
94768,2017,USA,80,Male,2
94769,2017,USA,8,Female,4
94770,2017,USA,5.40E-79,Male,7
94771,2017,USA,42,Female,7
94772,2017,USA,17,Male,4
94773,2017,USA,32,Male,1
94774,2017,USA,17,Female,7
94775,2017,USA,26,Female,5
94776,2017,USA,72,Male,4
94777,2017,USA,80,Female,3
94778,2017,USA,9,Female,6
94779,2017,USA,80,Male,2
94780,2017,USA,74,Male,2
94781,2017,USA,9,Female,4
94782,2017,USA,16,Female,3
94783,2017,USA,28,Female,7
94784,2017,USA,4,Male,3
94785,2017,USA,55,Male,2
94786,2017,USA,24,Female,3
94787,2017,USA,19,Male,6
94788,2017,USA,53,Female,3
94789,2017,USA,8,Female,4
94790,2017,USA,5.40E-79,Male,6
94791,2017,USA,12,Male,3
94792,2017,USA,66,Male,3
94793,2017,USA,40,Male,5
94794,2017,USA,5.40E-79,Female,5
94795,2017,USA,27,Female,2
94796,2017,USA,5.40E-79,Male,4
94797,2017,USA,66,Female,2
94798,2017,USA,80,Female,2
94799,2017,USA,17,Female,5
94800,2017,USA,6,Male,7
94801,2017,USA,45,Male,5
94802,2017,USA,22,Male,4
94803,2017,USA,31,Female,6
94804,2017,USA,16,Male,3
94805,2017,USA,62,Male,2
94806,2017,USA,55,Male,2
94807,2017,USA,12,Male,4
94808,2017,USA,41,Female,2
94809,2017,USA,79,Female,7
94810,2017,USA,56,Male,7
94811,2017,USA,68,Male,2
94812,2017,USA,46,Male,4
94813,2017,USA,62,Female,5
94814,2017,USA,11,Female,4
94815,2017,USA,1,Male,7
94816,2017,USA,18,Female,1
94817,2017,USA,1,Female,6
94818,2017,USA,76,Male,2
94819,2017,USA,32,Female,6
94820,2017,USA,16,Female,2
94821,2017,USA,15,Male,4
94822,2017,USA,11,Female,7
94823,2017,USA,1,Female,4
94824,2017,USA,2,Male,3
94825,2017,USA,6,Female,5
94826,2017,USA,66,Female,2
94827,2017,USA,9,Female,4
94828,2017,USA,2,Male,3
94829,2017,USA,80,Female,2
94830,2017,USA,5.40E-79,Female,7
94831,2017,USA,64,Female,1
94832,2017,USA,71,Female,2
94833,2017,USA,15,Female,5
94834,2017,USA,62,Female,3
94835,2017,USA,59,Female,1
94836,2017,USA,71,Female,2
94837,2017,USA,33,Female,7
94838,2017,USA,78,Female,1
94839,2017,USA,4,Female,6
94840,2017,USA,16,Female,4
94841,2017,USA,14,Female,5
94842,2017,USA,12,Female,7
94843,2017,USA,3,Female,5
94844,2017,USA,36,Male,4
94845,2017,USA,5.40E-79,Male,4
94846,2017,USA,4,Male,5
94847,2017,USA,80,Female,3
94848,2017,USA,32,Female,5
94849,2017,USA,5.40E-79,Female,5
94850,2017,USA,46,Male,7
94851,2017,USA,8,Female,6
94852,2017,USA,33,Male,6
94853,2017,USA,2,Male,5
94854,2017,USA,52,Female,3
94855,2017,USA,54,Male,2
94856,2017,USA,77,Female,1
94857,2017,USA,35,Female,1
94858,2017,USA,44,Female,3
94859,2017,USA,14,Female,4
94860,2017,USA,33,Female,5
94861,2017,USA,56,Female,4
94862,2017,USA,53,Female,1
94863,2017,USA,51,Male,2
94864,2017,USA,16,Male,3
94865,2017,USA,11,Female,5
94866,2017,USA,11,Male,6
94867,2017,USA,55,Male,2
94868,2017,USA,59,Male,6
94869,2017,USA,2,Male,6
94870,2017,USA,13,Male,7
94871,2017,USA,69,Male,2
94872,2017,USA,80,Male,2
94873,2017,USA,21,Male,5
94874,2017,USA,18,Male,2
94875,2017,USA,16,Male,7
94876,2017,USA,17,Female,5
94877,2017,USA,71,Male,6
94878,2017,USA,37,Female,6
94879,2017,USA,48,Female,4
94880,2017,USA,31,Female,5
94881,2017,USA,14,Male,5
94882,2017,USA,55,Female,5
94883,2017,USA,59,Male,3
94884,2017,USA,7,Female,4
94885,2017,USA,64,Male,4
94886,2017,USA,19,Male,6
94887,2017,USA,80,Male,2
94888,2017,USA,12,Male,4
94889,2017,USA,41,Female,5
94890,2017,USA,57,Male,5
94891,2017,USA,40,Female,1
94892,2017,USA,61,Male,1
94893,2017,USA,48,Female,3
94894,2017,USA,50,Male,3
94895,2017,USA,23,Female,7
94896,2017,USA,50,Female,6
94897,2017,USA,4,Female,6
94898,2017,USA,74,Female,1
94899,2017,USA,32,Female,5
94900,2017,USA,12,Male,4
94901,2017,USA,13,Female,5
94902,2017,USA,67,Female,2
94903,2017,USA,49,Male,1
94904,2017,USA,6,Male,5
94905,2017,USA,19,Female,5
94906,2017,USA,46,Male,7
94907,2017,USA,80,Female,2
94908,2017,USA,56,Female,2
94909,2017,USA,59,Male,4
94910,2017,USA,18,Male,3
94911,2017,USA,11,Male,4
94912,2017,USA,10,Male,6
94913,2017,USA,5.40E-79,Female,2
94914,2017,USA,17,Female,6
94915,2017,USA,11,Female,3
94916,2017,USA,26,Female,3
94917,2017,USA,11,Male,4
94918,2017,USA,71,Male,1
94919,2017,USA,5,Male,5
94920,2017,USA,58,Female,2
94921,2017,USA,61,Female,3
94922,2017,USA,66,Male,4
94923,2017,USA,15,Female,5
94924,2017,USA,29,Female,3
94925,2017,USA,8,Female,7
94926,2017,USA,37,Male,4
94927,2017,USA,28,Female,6
94928,2017,USA,9,Male,3
94929,2017,USA,78,Male,2
94930,2017,USA,50,Female,4
94931,2017,USA,63,Female,2
94932,2017,USA,50,Male,3
94933,2017,USA,54,Female,2
94934,2017,USA,12,Female,4
94935,2017,USA,41,Female,4
94936,2017,USA,25,Female,7
94937,2017,USA,59,Male,1
94938,2017,USA,61,Male,2
94939,2017,USA,31,Male,2
94940,2017,USA,80,Female,2
94941,2017,USA,28,Male,2
94942,2017,USA,5.40E-79,Male,6
94943,2017,USA,5,Female,7
94944,2017,USA,17,Female,5
94945,2017,USA,29,Male,2
94946,2017,USA,23,Male,4
94947,2017,USA,8,Male,5
94948,2017,USA,5.40E-79,Male,3
94949,2017,USA,5.40E-79,Male,4
94950,2017,USA,80,Female,3
94951,2017,USA,9,Female,6
94952,2017,USA,63,Female,1
94953,2017,USA,59,Female,1
94954,2017,USA,34,Male,2
94955,2017,USA,80,Male,2
94956,2017,USA,11,Female,5
94957,2017,USA,43,Male,1
94958,2017,USA,58,Female,3
94959,2017,USA,48,Male,4
94960,2017,USA,26,Male,2
94961,2017,USA,14,Male,5
94962,2017,USA,57,Female,4
94963,2017,USA,72,Male,5
94964,2017,USA,48,Male,4
94965,2017,USA,14,Female,4
94966,2017,USA,44,Male,4
94967,2017,USA,40,Female,6
94968,2017,USA,24,Male,5
94969,2017,USA,80,Male,2
94970,2017,USA,55,Male,1
94971,2017,USA,10,Female,3
94972,2017,USA,39,Female,7
94973,2017,USA,16,Male,7
94974,2017,USA,4,Male,4
94975,2017,USA,56,Male,3
94976,2017,USA,12,Male,5
94977,2017,USA,75,Female,2
94978,2017,USA,5,Female,5
94979,2017,USA,66,Male,2
94980,2017,USA,60,Female,2
94981,2017,USA,5.40E-79,Male,4
94982,2017,USA,32,Female,2
94983,2017,USA,18,Female,7
94984,2017,USA,62,Male,4
94985,2017,USA,7,Female,3
94986,2017,USA,62,Male,2
94987,2017,USA,63,Female,2
94988,2017,USA,71,Female,2
94989,2017,USA,35,Male,4
94990,2017,USA,56,Male,3
94991,2017,USA,26,Male,5
94992,2017,USA,2,Male,3
94993,2017,USA,80,Female,1
94994,2017,USA,18,Female,4
94995,2017,USA,58,Male,3
94996,2017,USA,55,Female,2
94997,2017,USA,44,Female,7
94998,2017,USA,45,Male,1
94999,2017,USA,2,Female,4
95000,2017,USA,76,Female,2
95001,2017,USA,80,Female,2
95002,2017,USA,26,Male,5
95003,2017,USA,10,Female,5
95004,2017,USA,80,Male,1
95005,2017,USA,46,Male,4
95006,2017,USA,11,Male,4
95007,2017,USA,79,Male,2
95008,2017,USA,9,Female,7
95009,2017,USA,13,Male,4
95010,2017,USA,4,Male,4
95011,2017,USA,65,Female,2
95012,2017,USA,1,Female,3
95013,2017,USA,56,Male,2
95014,2017,USA,35,Male,2
95015,2017,USA,7,Female,5
95016,2017,USA,73,Male,4
95017,2017,USA,5,Male,5
95018,2017,USA,1,Female,3
95019,2017,USA,40,Male,5
95020,2017,USA,80,Female,1
95021,2017,USA,5,Female,5
95022,2017,USA,16,Female,5
95023,2017,USA,13,Male,7
95024,2017,USA,19,Male,5
95025,2017,USA,57,Male,2
95026,2017,USA,20,Male,1
95027,2017,USA,76,Female,1
95028,2017,USA,30,Male,3
95029,2017,USA,43,Female,3
95030,2017,USA,63,Male,4
95031,2017,USA,54,Female,2
95032,2017,USA,12,Female,5
95033,2017,USA,49,Female,6
95034,2017,USA,61,Female,2
95035,2017,USA,42,Male,7
95036,2017,USA,80,Male,2
95037,2017,USA,20,Female,2
95038,2017,USA,7,Female,5
95039,2017,USA,23,Female,1
95040,2017,USA,26,Female,2
95041,2017,USA,60,Female,2
95042,2017,USA,65,Female,2
95043,2017,USA,64,Male,3
95044,2017,USA,67,Female,2
95045,2017,USA,69,Female,2
95046,2017,USA,63,Female,1
95047,2017,USA,74,Male,2
95048,2017,USA,23,Male,2
95049,2017,USA,3,Male,7
95050,2017,USA,6,Male,3
95051,2017,USA,52,Male,2
95052,2017,USA,40,Female,7
95053,2017,USA,50,Male,5
95054,2017,USA,16,Female,6
95055,2017,USA,40,Male,7
95056,2017,USA,34,Female,4
95057,2017,USA,71,Male,2
95058,2017,USA,36,Female,3
95059,2017,USA,53,Male,1
95060,2017,USA,44,Female,3
95061,2017,USA,45,Male,4
95062,2017,USA,61,Male,1
95063,2017,USA,46,Female,4
95064,2017,USA,27,Male,5
95065,2017,USA,20,Female,4
95066,2017,USA,73,Female,1
95067,2017,USA,55,Female,3
95068,2017,USA,80,Female,1
95069,2017,USA,26,Male,3
95070,2017,USA,61,Male,7
95071,2017,USA,38,Female,6
95072,2017,USA,16,Female,7
95073,2017,USA,71,Female,2
95074,2017,USA,37,Female,4
95075,2017,USA,70,Male,1
95076,2017,USA,39,Female,3
95077,2017,USA,47,Male,4
95078,2017,USA,5.40E-79,Female,2
95079,2017,USA,4,Male,6
95080,2017,USA,28,Male,6
95081,2017,USA,9,Male,4
95082,2017,USA,80,Male,2
95083,2017,USA,37,Male,4
95084,2017,USA,4,Male,6
95085,2017,USA,5.40E-79,Female,3
95086,2017,USA,7,Male,4
95087,2017,USA,8,Female,7
95088,2017,USA,50,Female,5
95089,2017,USA,31,Female,5
95090,2017,USA,18,Male,4
95091,2017,USA,62,Male,1
95092,2017,USA,12,Male,7
95093,2017,USA,51,Female,3
95094,2017,USA,37,Female,3
95095,2017,USA,80,Female,1
95096,2017,USA,21,Male,6
95097,2017,USA,66,Female,2
95098,2017,USA,68,Male,2
95099,2017,USA,70,Female,4
95100,2017,USA,17,Female,3
95101,2017,USA,80,Female,3
95102,2017,USA,61,Female,4
95103,2017,USA,39,Male,7
95104,2017,USA,2,Male,4
95105,2017,USA,67,Male,2
95106,2017,USA,17,Male,4
95107,2017,USA,6,Female,6
95108,2017,USA,13,Male,5
95109,2017,USA,3,Female,4
95110,2017,USA,67,Female,4
95111,2017,USA,15,Male,3
95112,2017,USA,14,Female,5
95113,2017,USA,20,Female,4
95114,2017,USA,34,Male,2
95115,2017,USA,33,Female,4
95116,2017,USA,62,Male,2
95117,2017,USA,9,Female,6
95118,2017,USA,57,Male,2
95119,2017,USA,20,Male,3
95120,2017,USA,10,Male,7
95121,2017,USA,66,Female,2
95122,2017,USA,6,Female,4
95123,2017,USA,50,Female,2
95124,2017,USA,58,Male,2
95125,2017,USA,5,Male,4
95126,2017,USA,59,Female,7
95127,2017,USA,16,Male,6
95128,2017,USA,33,Female,5
95129,2017,USA,60,Male,2
95130,2017,USA,2,Female,3
95131,2017,USA,60,Male,2
95132,2017,USA,9,Female,7
95133,2017,USA,7,Male,3
95134,2017,USA,37,Male,6
95135,2017,USA,78,Male,1
95136,2017,USA,10,Female,6
95137,2017,USA,53,Female,3
95138,2017,USA,71,Female,3
95139,2017,USA,29,Female,4
95140,2017,USA,42,Female,5
95141,2017,USA,7,Female,4
95142,2017,USA,3,Male,5
95143,2017,USA,51,Female,4
95144,2017,USA,6,Female,7
95145,2017,USA,5,Female,6
95146,2017,USA,10,Female,7
95147,2017,USA,2,Female,7
95148,2017,USA,56,Female,6
95149,2017,USA,48,Female,3
95150,2017,USA,15,Male,3
95151,2017,USA,80,Female,2
95152,2017,USA,59,Male,1
95153,2017,USA,23,Female,4
95154,2017,USA,8,Female,4
95155,2017,USA,62,Male,7
95156,2017,USA,3,Female,6
95157,2017,USA,54,Male,5
95158,2017,USA,15,Female,7
95159,2017,USA,12,Female,5
95160,2017,USA,66,Female,2
95161,2017,USA,16,Female,2
95162,2017,USA,17,Male,6
95163,2017,USA,68,Male,3
95164,2017,USA,1,Male,4
95165,2017,USA,39,Female,3
95166,2017,USA,5.40E-79,Female,6
95167,2017,USA,13,Female,5
95168,2017,USA,59,Female,4
95169,2017,USA,61,Female,3
95170,2017,USA,67,Female,5
95171,2017,USA,41,Female,6
95172,2017,USA,71,Female,4
95173,2017,USA,80,Male,2
95174,2017,USA,25,Female,7
95175,2017,USA,5.40E-79,Male,6
95176,2017,USA,9,Female,5
95177,2017,USA,57,Female,3
95178,2017,USA,1,Male,4
95179,2017,USA,31,Female,4
95180,2017,USA,4,Male,5
95181,2017,USA,39,Male,4
95182,2017,USA,56,Male,2
95183,2017,USA,14,Female,5
95184,2017,USA,21,Female,4
95185,2017,USA,17,Male,3
95186,2017,USA,28,Female,2
95187,2017,USA,10,Male,5
95188,2017,USA,11,Female,4
95189,2017,USA,66,Male,3
95190,2017,USA,28,Female,4
95191,2017,USA,54,Female,3
95192,2017,USA,15,Male,7
95193,2017,USA,9,Male,5
95194,2017,USA,19,Male,4
95195,2017,USA,19,Female,2
95196,2017,USA,1,Female,6
95197,2017,USA,34,Male,3
95198,2017,USA,19,Female,1
95199,2017,USA,61,Female,3
95200,2017,USA,23,Female,4
95201,2017,USA,17,Female,7
95202,2017,USA,23,Female,3
95203,2017,USA,54,Male,1
95204,2017,USA,18,Female,5
95205,2017,USA,1,Female,4
95206,2017,USA,47,Male,6
95207,2017,USA,71,Female,3
95208,2017,USA,78,Male,3
95209,2017,USA,73,Female,2
95210,2017,USA,44,Female,2
95211,2017,USA,22,Female,2
95212,2017,USA,3,Male,4
95213,2017,USA,25,Male,2
95214,2017,USA,70,Male,2
95215,2017,USA,52,Female,1
95216,2017,USA,50,Male,3
95217,2017,USA,3,Female,5
95218,2017,USA,16,Female,5
95219,2017,USA,7,Male,5
95220,2017,USA,61,Female,4
95221,2017,USA,35,Female,4
95222,2017,USA,72,Female,3
95223,2017,USA,16,Female,7
95224,2017,USA,73,Male,2
95225,2017,USA,10,Female,6
95226,2017,USA,8,Male,4
95227,2017,USA,22,Male,3
95228,2017,USA,46,Male,4
95229,2017,USA,5.40E-79,Female,3
95230,2017,USA,5.40E-79,Male,4
95231,2017,USA,32,Male,5
95232,2017,USA,23,Female,4
95233,2017,USA,21,Female,5
95234,2017,USA,7,Male,7
95235,2017,USA,4,Male,5
95236,2017,USA,76,Female,4
95237,2017,USA,29,Male,1
95238,2017,USA,78,Male,2
95239,2017,USA,23,Female,4
95240,2017,USA,1,Female,7
95241,2017,USA,29,Female,3
95242,2017,USA,58,Female,3
95243,2017,USA,68,Female,3
95244,2017,USA,48,Female,2
95245,2017,USA,6,Male,7
95246,2017,USA,5.40E-79,Female,5
95247,2017,USA,64,Female,2
95248,2017,USA,5.40E-79,Female,7
95249,2017,USA,70,Female,1
95250,2017,USA,44,Male,5
95251,2017,USA,38,Female,4
95252,2017,USA,70,Male,1
95253,2017,USA,10,Male,5
95254,2017,USA,3,Female,5
95255,2017,USA,24,Female,4
95256,2017,USA,66,Female,1
95257,2017,USA,39,Female,5
95258,2017,USA,62,Male,2
95259,2017,USA,80,Male,2
95260,2017,USA,26,Male,4
95261,2017,USA,24,Female,4
95262,2017,USA,24,Female,3
95263,2017,USA,5.40E-79,Male,3
95264,2017,USA,18,Female,3
95265,2017,USA,46,Female,3
95266,2017,USA,58,Female,3
95267,2017,USA,1,Male,4
95268,2017,USA,70,Male,2
95269,2017,USA,18,Male,4
95270,2017,USA,5,Male,5
95271,2017,USA,5.40E-79,Male,4
95272,2017,USA,80,Female,1
95273,2017,USA,62,Male,4
95274,2017,USA,48,Female,3
95275,2017,USA,41,Female,2
95276,2017,USA,33,Male,2
95277,2017,USA,5.40E-79,Male,3
95278,2017,USA,43,Female,4
95279,2017,USA,36,Male,5
95280,2017,USA,42,Female,5
95281,2017,USA,61,Female,1
95282,2017,USA,6,Male,4
95283,2017,USA,18,Male,1
95284,2017,USA,41,Female,5
95285,2017,USA,6,Female,4
95286,2017,USA,17,Female,4
95287,2017,USA,56,Female,2
95288,2017,USA,34,Male,2
95289,2017,USA,56,Female,2
95290,2017,USA,8,Female,4
95291,2017,USA,4,Male,4
95292,2017,USA,8,Male,6
95293,2017,USA,16,Male,6
95294,2017,USA,1,Female,6
95295,2017,USA,5,Male,5
95296,2017,USA,40,Male,5
95297,2017,USA,15,Male,7
95298,2017,USA,60,Male,2
95299,2017,USA,7,Female,4
95300,2017,USA,11,Male,4
95301,2017,USA,41,Female,5
95302,2017,USA,45,Female,4
95303,2017,USA,15,Male,2
95304,2017,USA,2,Male,4
95305,2017,USA,17,Female,4
95306,2017,USA,3,Male,5
95307,2017,USA,19,Male,1
95308,2017,USA,64,Female,2
95309,2017,USA,5,Female,5
95310,2017,USA,52,Male,2
95311,2017,USA,10,Female,6
95312,2017,USA,25,Male,2
95313,2017,USA,54,Female,2
95314,2017,USA,11,Male,4
95315,2017,USA,63,Female,3
95316,2017,USA,43,Male,4
95317,2017,USA,5,Female,5
95318,2017,USA,60,Female,2
95319,2017,USA,55,Female,2
95320,2017,USA,1,Male,5
95321,2017,USA,65,Male,2
95322,2017,USA,60,Male,2
95323,2017,USA,21,Male,5
95324,2017,USA,70,Male,2
95325,2017,USA,68,Male,5
95326,2017,USA,72,Male,2
95327,2017,USA,58,Female,2
95328,2017,USA,17,Female,5
95329,2017,USA,47,Male,4
95330,2017,USA,77,Female,5
95331,2017,USA,8,Female,3
95332,2017,USA,75,Female,1
95333,2017,USA,39,Male,5
95334,2017,USA,60,Female,6
95335,2017,USA,68,Male,2
95336,2017,USA,9,Female,5
95337,2017,USA,13,Female,4
95338,2017,USA,72,Male,2
95339,2017,USA,71,Female,2
95340,2017,USA,52,Male,5
95341,2017,USA,5.40E-79,Female,4
95342,2017,USA,31,Female,1
95343,2017,USA,61,Female,4
95344,2017,USA,11,Male,7
95345,2017,USA,17,Female,4
95346,2017,USA,61,Female,2
95347,2017,USA,9,Male,4
95348,2017,USA,39,Female,3
95349,2017,USA,14,Male,6
95350,2017,USA,14,Female,3
95351,2017,USA,25,Female,5
95352,2017,USA,50,Female,1
95353,2017,USA,39,Female,7
95354,2017,USA,8,Male,7
95355,2017,USA,14,Male,3
95356,2017,USA,61,Male,4
95357,2017,USA,56,Female,3
95358,2017,USA,70,Female,1
95359,2017,USA,2,Male,4
95360,2017,USA,69,Male,2
