i,t,m,age,sex,HH_size
101453,2017,USA,1,Female,5
101454,2017,USA,55,Female,2
101455,2017,USA,66,Female,3
101456,2017,USA,8,Male,5
101457,2017,USA,5.40E-79,Female,7
101458,2017,USA,67,Female,5
101459,2017,USA,16,Male,5
101460,2017,USA,5,Female,2
101461,2017,USA,59,Female,1
101462,2017,USA,23,Female,2
101463,2017,USA,62,Female,3
101464,2017,USA,50,Female,3
101465,2017,USA,3,Male,5
101466,2017,USA,77,Male,2
101467,2017,USA,39,Male,4
101468,2017,USA,65,Male,3
101469,2017,USA,38,Male,3
101470,2017,USA,57,Female,2
101471,2017,USA,8,Male,6
101472,2017,USA,51,Female,4
101473,2017,USA,11,Female,5
101474,2017,USA,11,Male,3
101475,2017,USA,50,Female,3
101476,2017,USA,2,Female,4
101477,2017,USA,9,Male,4
101478,2017,USA,60,Male,1
101479,2017,USA,73,Female,1
101480,2017,USA,64,Male,3
101481,2017,USA,29,Female,3
101482,2017,USA,16,Female,5
101483,2017,USA,70,Male,5
101484,2017,USA,49,Male,2
101485,2017,USA,16,Female,5
101486,2017,USA,60,Female,2
101487,2017,USA,73,Male,3
101488,2017,USA,64,Female,4
101489,2017,USA,51,Female,2
101490,2017,USA,78,Female,3
101491,2017,USA,12,Female,6
101492,2017,USA,6,Male,3
101493,2017,USA,34,Female,7
101494,2017,USA,11,Female,4
101495,2017,USA,5.40E-79,Female,6
101496,2017,USA,11,Male,4
101497,2017,USA,14,Male,3
101498,2017,USA,71,Male,1
101499,2017,USA,9,Male,3
101500,2017,USA,67,Female,2
101501,2017,USA,30,Female,3
101502,2017,USA,68,Male,3
101503,2017,USA,10,Female,6
101504,2017,USA,18,Female,6
101505,2017,USA,62,Female,1
101506,2017,USA,16,Female,4
101507,2017,USA,3,Female,4
101508,2017,USA,61,Female,2
101509,2017,USA,12,Male,7
101510,2017,USA,64,Male,2
101511,2017,USA,10,Female,5
101512,2017,USA,6,Male,7
101513,2017,USA,35,Male,2
101514,2017,USA,3,Female,4
101515,2017,USA,51,Male,4
101516,2017,USA,30,Female,3
101517,2017,USA,34,Female,2
101518,2017,USA,80,Female,1
101519,2017,USA,8,Male,6
101520,2017,USA,52,Male,5
101521,2017,USA,42,Male,4
101522,2017,USA,76,Male,2
101523,2017,USA,65,Male,2
101524,2017,USA,10,Female,5
101525,2017,USA,40,Female,6
101526,2017,USA,11,Male,3
101527,2017,USA,61,Male,2
101528,2017,USA,42,Male,4
101529,2017,USA,8,Male,4
101530,2017,USA,51,Male,4
101531,2017,USA,80,Female,1
101532,2017,USA,5.40E-79,Female,5
101533,2017,USA,9,Female,3
101534,2017,USA,8,Male,6
101535,2017,USA,80,Male,2
101536,2017,USA,10,Female,5
101537,2017,USA,33,Male,5
101538,2017,USA,9,Female,3
101539,2017,USA,8,Male,6
101540,2017,USA,24,Female,3
101541,2017,USA,63,Male,1
101542,2017,USA,48,Male,5
101543,2017,USA,3,Male,3
101544,2017,USA,44,Female,2
101545,2017,USA,22,Male,2
101546,2017,USA,61,Male,4
101547,2017,USA,42,Female,3
101548,2017,USA,75,Female,3
101549,2017,USA,43,Female,2
101550,2017,USA,53,Male,3
101551,2017,USA,35,Female,7
101552,2017,USA,35,Male,6
101553,2017,USA,1,Female,5
101554,2017,USA,5.40E-79,Male,3
101555,2017,USA,17,Male,4
101556,2017,USA,37,Male,7
101557,2017,USA,12,Male,4
101558,2017,USA,54,Male,6
101559,2017,USA,27,Male,4
101560,2017,USA,25,Male,5
101561,2017,USA,15,Male,4
101562,2017,USA,63,Female,6
101563,2017,USA,21,Male,4
101564,2017,USA,23,Male,4
101565,2017,USA,46,Male,3
101566,2017,USA,20,Female,1
101567,2017,USA,8,Female,5
101568,2017,USA,14,Male,7
101569,2017,USA,2,Male,6
101570,2017,USA,30,Female,3
101571,2017,USA,71,Male,3
101572,2017,USA,60,Male,2
101573,2017,USA,2,Female,4
101574,2017,USA,22,Female,6
101575,2017,USA,60,Female,2
101576,2017,USA,4,Female,4
101577,2017,USA,52,Female,5
101578,2017,USA,55,Female,4
101579,2017,USA,70,Male,2
101580,2017,USA,61,Male,3
101581,2017,USA,62,Male,1
101582,2017,USA,14,Male,6
101583,2017,USA,16,Female,7
101584,2017,USA,55,Female,2
101585,2017,USA,18,Female,2
101586,2017,USA,1,Female,3
101587,2017,USA,76,Female,3
101588,2017,USA,23,Female,3
101589,2017,USA,63,Male,1
101590,2017,USA,24,Male,5
101591,2017,USA,8,Male,5
101592,2017,USA,2,Male,7
101593,2017,USA,49,Female,6
101594,2017,USA,43,Female,3
101595,2017,USA,19,Male,4
101596,2017,USA,44,Female,5
101597,2017,USA,77,Female,1
101598,2017,USA,6,Male,6
101599,2017,USA,22,Male,2
101600,2017,USA,5,Female,5
101601,2017,USA,62,Male,3
101602,2017,USA,5.40E-79,Female,7
101603,2017,USA,6,Female,4
101604,2017,USA,22,Male,4
101605,2017,USA,66,Male,1
101606,2017,USA,58,Male,5
101607,2017,USA,11,Female,4
101608,2017,USA,62,Male,2
101609,2017,USA,22,Male,4
101610,2017,USA,2,Female,3
101611,2017,USA,1,Male,4
101612,2017,USA,75,Male,4
101613,2017,USA,53,Male,2
101614,2017,USA,11,Female,3
101615,2017,USA,16,Female,4
101616,2017,USA,56,Male,7
101617,2017,USA,7,Male,3
101618,2017,USA,8,Male,5
101619,2017,USA,13,Female,6
101620,2017,USA,29,Female,2
101621,2017,USA,80,Male,3
101622,2017,USA,6,Female,5
101623,2017,USA,62,Male,2
101624,2017,USA,5.40E-79,Male,5
101625,2017,USA,21,Male,2
101626,2017,USA,55,Female,3
101627,2017,USA,76,Female,2
101628,2017,USA,17,Female,7
101629,2017,USA,11,Male,3
101630,2017,USA,12,Male,4
101631,2017,USA,73,Female,2
101632,2017,USA,6,Male,4
101633,2017,USA,8,Female,7
101634,2017,USA,80,Male,2
101635,2017,USA,63,Female,2
101636,2017,USA,68,Female,2
101637,2017,USA,5.40E-79,Male,3
101638,2017,USA,58,Male,3
101639,2017,USA,14,Male,6
101640,2017,USA,55,Female,3
101641,2017,USA,1,Female,4
101642,2017,USA,53,Female,3
101643,2017,USA,2,Male,4
101644,2017,USA,8,Male,5
101645,2017,USA,68,Male,3
101646,2017,USA,13,Male,4
101647,2017,USA,58,Female,6
101648,2017,USA,16,Male,3
101649,2017,USA,40,Female,4
101650,2017,USA,75,Female,2
101651,2017,USA,3,Male,4
101652,2017,USA,20,Male,4
101653,2017,USA,70,Female,4
101654,2017,USA,72,Male,2
101655,2017,USA,20,Male,5
101656,2017,USA,60,Female,2
101657,2017,USA,28,Male,4
101658,2017,USA,30,Male,4
101659,2017,USA,36,Female,3
101660,2017,USA,65,Male,2
101661,2017,USA,61,Female,5
101662,2017,USA,58,Male,2
101663,2017,USA,4,Female,5
101664,2017,USA,47,Female,2
101665,2017,USA,9,Female,4
101666,2017,USA,64,Male,1
101667,2017,USA,64,Female,1
101668,2017,USA,38,Male,6
101669,2017,USA,28,Female,5
101670,2017,USA,36,Female,5
101671,2017,USA,55,Female,1
101672,2017,USA,3,Male,4
101673,2017,USA,13,Female,6
101674,2017,USA,16,Female,5
101675,2017,USA,55,Female,2
101676,2017,USA,55,Male,5
101677,2017,USA,25,Male,2
101678,2017,USA,13,Male,3
101679,2017,USA,62,Female,1
101680,2017,USA,1,Male,3
101681,2017,USA,31,Female,3
101682,2017,USA,45,Female,5
101683,2017,USA,74,Female,2
101684,2017,USA,5.40E-79,Male,6
101685,2017,USA,80,Male,2
101686,2017,USA,2,Male,7
101687,2017,USA,75,Female,2
101688,2017,USA,20,Female,5
101689,2017,USA,80,Male,2
101690,2017,USA,78,Male,2
101691,2017,USA,3,Male,4
101692,2017,USA,60,Female,3
101693,2017,USA,28,Female,3
101694,2017,USA,64,Male,6
101695,2017,USA,45,Female,2
101696,2017,USA,77,Female,1
101697,2017,USA,60,Female,2
101698,2017,USA,57,Female,2
101699,2017,USA,5.40E-79,Male,3
101700,2017,USA,80,Female,3
101701,2017,USA,26,Female,2
101702,2017,USA,80,Female,1
101703,2017,USA,10,Male,7
101704,2017,USA,80,Male,3
101705,2017,USA,60,Female,3
101706,2017,USA,4,Female,4
101707,2017,USA,79,Female,1
101708,2017,USA,80,Male,2
101709,2017,USA,23,Female,3
101710,2017,USA,80,Female,2
101711,2017,USA,43,Male,7
101712,2017,USA,5.40E-79,Female,4
101713,2017,USA,5.40E-79,Female,7
101714,2017,USA,36,Male,5
101715,2017,USA,9,Male,2
101716,2017,USA,33,Female,3
101717,2017,USA,17,Male,4
101718,2017,USA,39,Female,4
101719,2017,USA,14,Male,4
101720,2017,USA,9,Male,7
101721,2017,USA,28,Male,7
101722,2017,USA,72,Male,6
101723,2017,USA,69,Female,2
101724,2017,USA,60,Male,3
101725,2017,USA,59,Female,6
101726,2017,USA,61,Male,3
101727,2017,USA,37,Male,7
101728,2017,USA,65,Male,1
101729,2017,USA,68,Male,2
101730,2017,USA,73,Male,2
101731,2017,USA,46,Male,5
101732,2017,USA,39,Male,1
101733,2017,USA,25,Female,4
101734,2017,USA,16,Female,4
101735,2017,USA,5,Female,5
101736,2017,USA,29,Male,4
101737,2017,USA,57,Male,2
101738,2017,USA,2,Female,3
101739,2017,USA,7,Male,7
101740,2017,USA,59,Female,5
101741,2017,USA,5,Female,4
101742,2017,USA,37,Male,1
101743,2017,USA,74,Male,6
101744,2017,USA,25,Male,2
101745,2017,USA,18,Male,5
101746,2017,USA,3,Female,6
101747,2017,USA,7,Female,6
101748,2017,USA,8,Male,4
101749,2017,USA,3,Male,5
101750,2017,USA,71,Female,4
101751,2017,USA,13,Male,6
101752,2017,USA,1,Female,7
101753,2017,USA,46,Male,6
101754,2017,USA,56,Male,5
101755,2017,USA,66,Female,2
101756,2017,USA,61,Female,3
101757,2017,USA,11,Male,5
101758,2017,USA,37,Male,2
101759,2017,USA,2,Female,7
101760,2017,USA,33,Female,2
101761,2017,USA,44,Male,3
101762,2017,USA,80,Female,2
101763,2017,USA,54,Female,2
101764,2017,USA,49,Male,2
101765,2017,USA,32,Female,1
101766,2017,USA,55,Female,3
101767,2017,USA,1,Male,5
101768,2017,USA,24,Male,5
101769,2017,USA,10,Female,4
101770,2017,USA,80,Female,2
101771,2017,USA,80,Male,5
101772,2017,USA,77,Male,2
101773,2017,USA,8,Male,6
101774,2017,USA,28,Male,4
101775,2017,USA,36,Male,3
101776,2017,USA,5.40E-79,Male,4
101777,2017,USA,64,Male,2
101778,2017,USA,64,Female,2
101779,2017,USA,55,Female,3
101780,2017,USA,65,Female,2
101781,2017,USA,55,Male,4
101782,2017,USA,54,Female,5
101783,2017,USA,51,Male,2
101784,2017,USA,38,Male,3
101785,2017,USA,77,Female,1
101786,2017,USA,53,Male,3
101787,2017,USA,30,Male,2
101788,2017,USA,15,Male,5
101789,2017,USA,5,Male,6
101790,2017,USA,22,Female,3
101791,2017,USA,1,Female,3
101792,2017,USA,7,Male,7
101793,2017,USA,57,Male,2
101794,2017,USA,63,Male,2
101795,2017,USA,40,Female,4
101796,2017,USA,12,Female,5
101797,2017,USA,1,Male,4
101798,2017,USA,8,Male,3
101799,2017,USA,28,Female,1
101800,2017,USA,6,Male,2
101801,2017,USA,11,Female,5
101802,2017,USA,57,Female,2
101803,2017,USA,3,Female,4
101804,2017,USA,9,Male,7
101805,2017,USA,80,Female,2
101806,2017,USA,16,Female,4
101807,2017,USA,79,Female,5
101808,2017,USA,10,Male,7
101809,2017,USA,61,Male,2
101810,2017,USA,8,Male,5
101811,2017,USA,69,Male,6
101812,2017,USA,8,Male,3
101813,2017,USA,15,Male,2
101814,2017,USA,26,Female,2
101815,2017,USA,6,Female,4
101816,2017,USA,5.40E-79,Female,6
101817,2017,USA,71,Male,1
101818,2017,USA,19,Male,6
101819,2017,USA,7,Male,3
101820,2017,USA,9,Male,6
101821,2017,USA,53,Female,2
101822,2017,USA,40,Male,4
101823,2017,USA,67,Male,2
101824,2017,USA,64,Female,6
101825,2017,USA,16,Male,7
101826,2017,USA,15,Male,5
101827,2017,USA,4,Male,7
101828,2017,USA,32,Female,6
101829,2017,USA,63,Male,2
101830,2017,USA,45,Female,3
101831,2017,USA,3,Female,4
101832,2017,USA,59,Female,2
101833,2017,USA,9,Male,7
101834,2017,USA,66,Female,1
101835,2017,USA,11,Male,3
101836,2017,USA,14,Female,7
101837,2017,USA,72,Female,4
101838,2017,USA,30,Female,4
101839,2017,USA,74,Female,1
101840,2017,USA,74,Male,3
101841,2017,USA,48,Male,4
101842,2017,USA,30,Female,5
101843,2017,USA,77,Female,2
101844,2017,USA,21,Female,2
101845,2017,USA,38,Female,4
101846,2017,USA,51,Male,5
101847,2017,USA,63,Female,6
101848,2017,USA,56,Female,2
101849,2017,USA,5.40E-79,Female,5
101850,2017,USA,28,Male,2
101851,2017,USA,40,Male,3
101852,2017,USA,32,Male,7
101853,2017,USA,30,Male,5
101854,2017,USA,1,Male,4
101855,2017,USA,11,Female,3
101856,2017,USA,70,Female,3
101857,2017,USA,7,Female,6
101858,2017,USA,13,Male,7
101859,2017,USA,64,Female,1
101860,2017,USA,77,Female,5
101861,2017,USA,49,Female,2
101862,2017,USA,37,Male,2
101863,2017,USA,12,Male,7
101864,2017,USA,72,Female,3
101865,2017,USA,53,Female,1
101866,2017,USA,52,Male,2
101867,2017,USA,22,Female,4
101868,2017,USA,14,Male,4
101869,2017,USA,16,Male,3
101870,2017,USA,66,Female,2
101871,2017,USA,36,Female,3
101872,2017,USA,8,Male,6
101873,2017,USA,8,Male,7
101874,2017,USA,63,Female,2
101875,2017,USA,49,Female,3
101876,2017,USA,38,Female,3
101877,2017,USA,2,Female,4
101878,2017,USA,50,Female,4
101879,2017,USA,56,Female,2
101880,2017,USA,21,Male,7
101881,2017,USA,1,Male,3
101882,2017,USA,52,Female,7
101883,2017,USA,76,Male,2
101884,2017,USA,70,Male,2
101885,2017,USA,43,Female,7
101886,2017,USA,31,Female,2
101887,2017,USA,5,Male,5
101888,2017,USA,60,Male,2
101889,2017,USA,5,Female,3
101890,2017,USA,8,Male,4
101891,2017,USA,76,Female,2
101892,2017,USA,6,Male,4
101893,2017,USA,23,Male,6
101894,2017,USA,46,Female,5
101895,2017,USA,78,Female,4
101896,2017,USA,28,Female,4
101897,2017,USA,5.40E-79,Female,3
101898,2017,USA,13,Female,4
101899,2017,USA,36,Male,2
101900,2017,USA,5,Female,7
101901,2017,USA,25,Female,3
101902,2017,USA,10,Male,5
101903,2017,USA,33,Female,4
101904,2017,USA,33,Female,4
101905,2017,USA,70,Male,2
101906,2017,USA,5.40E-79,Male,4
101907,2017,USA,13,Female,5
101908,2017,USA,1,Female,5
101909,2017,USA,5.40E-79,Male,3
101910,2017,USA,80,Female,1
101911,2017,USA,22,Female,3
101912,2017,USA,31,Female,5
101913,2017,USA,12,Female,5
101914,2017,USA,7,Female,4
101915,2017,USA,69,Female,2
101916,2017,USA,5.40E-79,Male,4
101917,2017,USA,66,Male,6
101918,2017,USA,7,Female,6
101919,2017,USA,33,Male,4
101920,2017,USA,48,Male,3
101921,2017,USA,73,Male,1
101922,2017,USA,55,Male,3
101923,2017,USA,12,Female,7
101924,2017,USA,77,Male,3
101925,2017,USA,13,Female,4
101926,2017,USA,8,Female,5
101927,2017,USA,5,Female,6
101928,2017,USA,42,Female,2
101929,2017,USA,6,Female,3
101930,2017,USA,8,Male,7
101931,2017,USA,15,Female,4
101932,2017,USA,10,Male,5
101933,2017,USA,9,Female,7
101934,2017,USA,64,Female,2
101935,2017,USA,19,Female,3
101936,2017,USA,80,Female,3
101937,2017,USA,24,Male,2
101938,2017,USA,19,Male,6
101939,2017,USA,10,Female,4
101940,2017,USA,30,Male,2
101941,2017,USA,44,Female,5
101942,2017,USA,17,Female,3
101943,2017,USA,13,Female,5
101944,2017,USA,2,Male,4
101945,2017,USA,74,Male,2
101946,2017,USA,1,Male,4
101947,2017,USA,66,Male,2
101948,2017,USA,2,Female,2
101949,2017,USA,79,Male,1
101950,2017,USA,54,Male,5
101951,2017,USA,19,Female,5
101952,2017,USA,9,Male,7
101953,2017,USA,3,Male,5
101954,2017,USA,1,Female,5
101955,2017,USA,1,Female,7
101956,2017,USA,2,Male,4
101957,2017,USA,35,Female,3
101958,2017,USA,4,Male,7
101959,2017,USA,70,Female,4
101960,2017,USA,6,Male,4
101961,2017,USA,4,Female,4
101962,2017,USA,79,Male,2
101963,2017,USA,5.40E-79,Male,5
101964,2017,USA,11,Female,5
101965,2017,USA,44,Female,4
101966,2017,USA,24,Male,3
101967,2017,USA,10,Female,4
101968,2017,USA,7,Male,6
101969,2017,USA,6,Female,5
101970,2017,USA,2,Male,7
101971,2017,USA,24,Male,1
101972,2017,USA,15,Female,4
101973,2017,USA,37,Female,4
101974,2017,USA,4,Male,6
101975,2017,USA,45,Female,2
101976,2017,USA,38,Male,4
101977,2017,USA,45,Male,3
101978,2017,USA,44,Female,2
101979,2017,USA,1,Male,4
101980,2017,USA,35,Female,6
101981,2017,USA,67,Female,2
101982,2017,USA,26,Male,5
101983,2017,USA,7,Male,5
101984,2017,USA,7,Female,5
101985,2017,USA,27,Male,2
101986,2017,USA,19,Female,2
101987,2017,USA,66,Male,2
101988,2017,USA,12,Female,3
101989,2017,USA,80,Male,4
101990,2017,USA,23,Female,4
101991,2017,USA,25,Male,3
101992,2017,USA,3,Male,7
101993,2017,USA,67,Female,3
101994,2017,USA,5,Female,5
101995,2017,USA,59,Male,2
101996,2017,USA,12,Male,2
101997,2017,USA,14,Male,5
101998,2017,USA,4,Female,4
101999,2017,USA,6,Female,4
102000,2017,USA,63,Female,2
102001,2017,USA,63,Male,4
102002,2017,USA,77,Male,2
102003,2017,USA,25,Male,5
102004,2017,USA,13,Male,4
102005,2017,USA,36,Female,4
102006,2017,USA,5.40E-79,Female,4
102007,2017,USA,55,Female,5
102008,2017,USA,47,Female,2
102009,2017,USA,11,Male,4
102010,2017,USA,10,Female,6
102011,2017,USA,1,Female,4
102012,2017,USA,48,Female,3
102013,2017,USA,6,Male,6
102014,2017,USA,2,Male,3
102015,2017,USA,20,Female,4
102016,2017,USA,8,Male,7
102017,2017,USA,11,Male,3
102018,2017,USA,69,Female,2
102019,2017,USA,19,Female,5
102020,2017,USA,43,Male,5
102021,2017,USA,65,Female,2
102022,2017,USA,46,Male,3
102023,2017,USA,5.40E-79,Female,3
102024,2017,USA,37,Male,5
102025,2017,USA,13,Female,5
102026,2017,USA,24,Female,1
102027,2017,USA,67,Male,1
102028,2017,USA,24,Male,3
102029,2017,USA,2,Female,4
102030,2017,USA,50,Female,6
102031,2017,USA,61,Female,3
102032,2017,USA,67,Female,1
102033,2017,USA,5,Female,4
102034,2017,USA,5.40E-79,Male,7
102035,2017,USA,32,Female,2
102036,2017,USA,11,Male,3
102037,2017,USA,21,Female,4
102038,2017,USA,5,Male,4
102039,2017,USA,22,Male,3
102040,2017,USA,10,Female,4
102041,2017,USA,42,Male,4
102042,2017,USA,15,Male,4
102043,2017,USA,5,Female,6
102044,2017,USA,33,Female,2
102045,2017,USA,55,Male,3
102046,2017,USA,32,Female,7
102047,2017,USA,62,Female,2
102048,2017,USA,78,Female,1
102049,2017,USA,6,Female,4
102050,2017,USA,47,Male,3
102051,2017,USA,16,Male,3
102052,2017,USA,80,Female,3
102053,2017,USA,4,Male,4
102054,2017,USA,68,Female,1
102055,2017,USA,69,Female,5
102056,2017,USA,12,Female,5
102057,2017,USA,70,Male,2
102058,2017,USA,68,Female,2
102059,2017,USA,66,Female,2
102060,2017,USA,80,Female,2
102061,2017,USA,14,Female,4
102062,2017,USA,18,Female,7
102063,2017,USA,9,Male,6
102064,2017,USA,35,Female,3
102065,2017,USA,3,Male,3
102066,2017,USA,6,Male,5
102067,2017,USA,55,Male,3
102068,2017,USA,65,Female,2
102069,2017,USA,10,Male,3
102070,2017,USA,80,Female,2
102071,2017,USA,17,Male,4
102072,2017,USA,50,Female,3
102073,2017,USA,43,Male,7
102074,2017,USA,35,Female,5
102075,2017,USA,5.40E-79,Male,2
102076,2017,USA,16,Male,3
102077,2017,USA,17,Male,5
102078,2017,USA,61,Male,4
102079,2017,USA,60,Female,4
102080,2017,USA,11,Male,4
102081,2017,USA,49,Female,2
102082,2017,USA,58,Male,2
102083,2017,USA,11,Male,5
102084,2017,USA,7,Male,6
102085,2017,USA,35,Female,4
102086,2017,USA,18,Female,4
102087,2017,USA,9,Male,5
102088,2017,USA,29,Female,6
102089,2017,USA,11,Male,5
102090,2017,USA,12,Male,4
102091,2017,USA,32,Male,2
102092,2017,USA,60,Male,4
102093,2017,USA,21,Female,5
102094,2017,USA,1,Female,3
102095,2017,USA,2,Male,5
102096,2017,USA,20,Male,2
102097,2017,USA,4,Male,4
102098,2017,USA,17,Male,5
102099,2017,USA,32,Female,4
102100,2017,USA,75,Female,3
102101,2017,USA,20,Male,5
102102,2017,USA,17,Female,5
102103,2017,USA,37,Male,5
102104,2017,USA,80,Female,2
102105,2017,USA,24,Female,5
102106,2017,USA,64,Male,4
102107,2017,USA,31,Male,4
102108,2017,USA,5.40E-79,Male,4
102109,2017,USA,5.40E-79,Male,7
102110,2017,USA,7,Male,6
102111,2017,USA,53,Male,3
102112,2017,USA,33,Female,7
102113,2017,USA,26,Female,5
102114,2017,USA,14,Female,7
102115,2017,USA,15,Female,4
102116,2017,USA,75,Female,2
102117,2017,USA,74,Male,2
102118,2017,USA,5.40E-79,Male,6
102119,2017,USA,5,Male,5
102120,2017,USA,1,Female,3
102121,2017,USA,53,Female,2
102122,2017,USA,17,Female,4
102123,2017,USA,18,Male,1
102124,2017,USA,14,Female,5
102125,2017,USA,52,Male,5
102126,2017,USA,23,Female,5
102127,2017,USA,2,Male,3
102128,2017,USA,21,Male,2
102129,2017,USA,34,Male,4
102130,2017,USA,56,Male,1
102131,2017,USA,69,Male,2
102132,2017,USA,39,Female,6
102133,2017,USA,19,Female,2
102134,2017,USA,42,Female,5
102135,2017,USA,24,Male,2
102136,2017,USA,7,Female,5
102137,2017,USA,67,Male,4
102138,2017,USA,11,Male,7
102139,2017,USA,31,Male,3
102140,2017,USA,5,Female,5
102141,2017,USA,19,Male,5
102142,2017,USA,5.40E-79,Female,4
102143,2017,USA,15,Female,6
102144,2017,USA,1,Female,6
102145,2017,USA,12,Male,3
102146,2017,USA,3,Male,5
102147,2017,USA,55,Female,3
102148,2017,USA,80,Female,2
102149,2017,USA,27,Female,2
102150,2017,USA,12,Male,7
102151,2017,USA,44,Female,4
102152,2017,USA,44,Male,5
102153,2017,USA,77,Female,1
102154,2017,USA,41,Male,4
102155,2017,USA,47,Male,7
102156,2017,USA,5.40E-79,Female,6
102157,2017,USA,14,Male,7
102158,2017,USA,80,Female,1
102159,2017,USA,2,Female,6
102160,2017,USA,31,Female,4
102161,2017,USA,19,Male,1
102162,2017,USA,80,Female,2
102163,2017,USA,23,Male,2
102164,2017,USA,5.40E-79,Female,5
102165,2017,USA,14,Male,4
102166,2017,USA,15,Male,3
102167,2017,USA,80,Female,1
102168,2017,USA,59,Female,1
102169,2017,USA,66,Female,2
102170,2017,USA,64,Male,1
102171,2017,USA,77,Female,2
102172,2017,USA,3,Female,7
102173,2017,USA,64,Female,1
102174,2017,USA,8,Male,4
102175,2017,USA,13,Female,3
102176,2017,USA,5.40E-79,Female,7
102177,2017,USA,80,Male,1
102178,2017,USA,61,Female,1
102179,2017,USA,42,Male,2
102180,2017,USA,2,Male,3
102181,2017,USA,43,Female,4
102182,2017,USA,41,Male,4
102183,2017,USA,68,Male,2
102184,2017,USA,25,Female,4
102185,2017,USA,45,Male,2
102186,2017,USA,16,Female,4
102187,2017,USA,20,Male,4
102188,2017,USA,9,Female,4
102189,2017,USA,18,Male,7
102190,2017,USA,16,Female,3
102191,2017,USA,58,Male,2
102192,2017,USA,65,Male,2
102193,2017,USA,36,Male,5
